,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21,z22,z23,z24
S012,0.56339544,0.6551288,-0.40197793,-0.015679091,-0.06870076,-2.1607056,0.6368317,0.41338462,0.14363882,-0.7586767,0.8225946,-1.6956695,0.05132455,0.17090142,-0.30040115,0.3672652,-0.6593863,0.65764326,-0.6262566,-0.2240544,-0.28154662,-0.34574664,0.45909446,0.8276925
S013,-0.6932742,-0.6039643,0.23375979,-0.8348069,0.07590181,1.6883712,0.44148496,0.299936,0.99593216,0.33599785,0.21985638,1.0572689,-0.6795409,-0.21697602,0.34279534,-0.7741604,0.878365,0.6304689,0.53749746,-0.2721597,0.49441835,0.2817365,0.21985899,-0.11918744
S014,-0.25774878,0.61324537,0.93631005,-0.2520734,-1.5936781,-2.6518354,0.122233294,-0.02669668,-0.16306137,-0.6937343,0.69480616,-1.9226607,0.7240869,0.33967045,-0.29755533,-0.099641725,-1.0281771,-0.2194567,-0.33073908,-0.026226498,-0.5161617,-0.2560814,0.43474048,0.66393214
S015,-0.27956188,0.23316573,-0.61799574,-0.8240329,0.26030588,2.0831628,0.7821226,0.10462187,0.11164634,-0.017990991,-0.56266767,1.4563649,-0.056814168,-0.74477047,0.12344076,-0.08614099,0.55566955,0.2313425,0.6440403,0.40728295,1.0799698,-1.0422567,0.30910057,-0.57194376
S016,0.019420505,0.76563734,-0.29325345,0.5082195,0.49002194,-1.4239426,0.24410482,0.18145685,-0.0004895367,-0.34294435,0.28634766,-0.8070997,0.43978134,0.20416331,0.5432755,0.12240808,-1.0489138,-0.4974446,-0.98034596,0.10149556,0.18866816,0.3052792,0.034901783,-0.20045799
S017,0.78217566,-0.053285643,-0.38297406,-0.86378574,0.75460625,1.5902679,1.035299,0.085620716,-0.76118046,-0.22317192,0.35948852,1.3590136,0.0010017566,-0.6042785,0.45419902,-0.30608243,0.5508499,0.06767143,-0.49586463,0.45432958,1.6996474,-0.38556522,-0.8051035,-2.0071466
S018,0.7208727,-0.19992788,0.33257207,1.0260768,-1.3113208,-2.4210901,-0.44811898,-0.2219732,0.2551871,0.1814456,0.31596386,-1.5726113,0.80656105,-0.37946877,-0.8627494,1.2314689,0.33694977,-0.44759104,-0.40130824,-1.3611746,-0.6533015,0.19072765,0.06193362,0.12527575
S019,0.12631561,-0.18086748,-0.17512628,-0.847373,1.3654255,2.0126688,1.0097536,1.0746543,0.37757838,0.043948717,-0.3842326,1.69279,-0.3397703,-0.48852754,0.36118287,0.261498,1.8747734,0.050243292,0.7493799,0.7762986,0.55192524,0.87434596,-0.6375239,-1.0623496
S020,0.77886283,-0.11433284,0.61228776,0.28690568,-0.82379353,-2.366167,0.13785067,-0.6137886,0.55969393,-0.26948395,0.40579477,-2.0065265,-0.35740876,-0.1208204,-0.37700364,0.24179544,-0.008167665,-0.45497155,-0.31962729,0.10073086,-0.5851381,-0.35647255,1.4822369,0.38892192
S021,-0.39757016,0.3757606,0.50875354,-1.3325621,0.71812016,2.5587559,1.1146306,1.471599,-0.26080665,0.058661915,-0.548353,1.7152576,-0.4309755,-0.1304074,-0.078486755,0.024935577,1.1550661,0.10074249,0.5450972,1.4860774,0.10132251,-0.41182843,-0.37192518,-0.75457424
S022,-0.3873464,0.34104043,0.87789655,-0.14669392,-1.5253874,-2.0219493,-0.09021305,-0.5778227,-0.69347554,0.08372713,0.7365103,-2.0949514,-0.051997017,-0.7114007,0.07342334,0.32345945,-0.87030435,-0.89407736,0.334809,-0.15455672,-1.2637014,0.51677257,0.80922765,0.6331149
S023,0.16509546,-0.08436972,-0.37238774,0.20078859,1.3279064,1.754874,0.6262644,1.2637606,0.2028918,0.66656077,-0.48535833,2.0296447,-1.1019845,0.46518254,-0.9331797,-1.0782973,1.6423453,-0.2862861,0.6586336,0.51991785,0.28414848,-0.3043184,-0.58548224,-0.55499005
S024,0.069479644,0.33143523,-0.16282254,0.09647693,-0.9363835,-1.8779624,-0.1121556,0.38549536,-0.35436636,0.12654617,-0.103457294,-1.6347568,0.22019555,0.90151465,-0.33978325,0.8777338,-0.85980606,0.02431481,-0.49076223,-1.4298216,-0.05514828,-0.33447775,0.21782295,0.37813753
S025,-0.0048848763,0.16002506,0.3158777,0.42089704,0.97832763,1.8497012,0.69128925,0.11529507,-0.028003398,-0.01789286,-1.6187888,0.45824903,0.5746545,-0.5511853,0.28131372,-0.9699781,0.03628393,0.5180909,-0.35830116,0.6596318,1.3642051,0.41614345,-1.2986164,0.10410576
S026,0.5735318,0.28016543,0.34763524,0.43572894,-1.1158599,-1.967979,-0.06256445,0.18596305,-0.096906096,-1.0081198,0.3404836,-1.4470268,0.12358144,-0.2699404,-0.4778581,0.3065662,-0.28975055,0.11925888,-0.69461834,-0.6090457,-0.04069502,-0.04651754,-0.36091095,0.06708566
S027,-0.5307407,0.1827985,-0.5290375,-0.5948137,2.1507018,2.5732064,1.640633,-0.4793802,0.7544346,0.5166724,-0.69416434,1.6889548,0.27983883,0.22158885,-0.38011962,-0.39701825,1.8277656,0.6378536,0.9799937,0.00029136986,0.43739507,0.4128402,-0.38599992,-0.43791106
S028,0.17701043,0.585567,-0.3901647,-0.09693372,-1.2810373,-1.596226,0.13326897,0.86510915,-0.43310675,-0.168464,-0.050412796,-1.3731034,0.3905209,0.29735294,0.49959272,-0.2520995,-0.8739854,1.0396699,-0.115899086,-0.5885175,-0.23577917,-0.37026036,-0.30284888,0.27780256
S029,-0.02935505,0.47279254,0.2208865,-1.1480126,1.3130802,1.0772558,0.07391398,0.62469786,-0.27109188,0.2016601,-0.19339612,2.3477395,-0.1963822,-0.18177378,-0.06896652,-0.5953238,0.64667684,-1.5858902,0.83089733,1.1140459,0.5012147,-0.54486334,-0.3271314,-1.5397532
S030,-0.25254357,0.29672456,0.36567643,0.97474575,-1.3662503,-1.8358332,0.2086973,0.60885984,-0.05394398,-0.13783419,0.93647975,-1.8211339,0.23209302,-0.50305516,-0.38243586,-1.0978796,-1.1099068,-0.41458136,-0.76789916,-1.3482023,0.5329188,-0.85510963,-0.1110834,-0.52089447
S031,-0.26630843,1.1468635,0.32758644,-1.2733486,1.2409688,1.3898814,0.9861025,0.92217237,-0.3263699,0.73010564,0.17315164,2.3519194,-1.0632689,-0.061136656,-0.09061138,0.06414588,1.2845792,-0.34548953,0.5145607,0.33150035,0.09639505,-0.5389477,-0.4971565,-1.1536645
S032,0.61421376,0.68379617,0.39451,-0.5339086,-0.27209684,-0.52990097,-0.04932431,-1.3140721,0.54317236,0.4459808,0.1764743,-1.3674779,-0.3179119,0.35769138,-0.17345178,0.9731331,-0.99190074,-0.6167979,-0.5920331,-1.1280731,-1.0655929,0.6321192,0.85958415,0.5507167
S033,-0.069827765,0.35352963,-0.2771249,-1.1830314,0.11271788,2.4691517,1.2278489,0.74903756,-0.41956294,0.44144195,-1.1276553,1.860868,-0.5093788,-0.905624,-0.24412787,0.5781648,0.87336344,-0.092523366,0.50474817,0.2176334,-0.4728254,-0.3914781,-0.045322567,-1.0230037
S034,0.012893595,-0.3872013,-0.8066637,0.17343053,-0.87855315,-2.033315,-0.04498987,-0.7159616,-0.050533567,0.3496755,0.9562796,-0.80842394,-0.092895836,0.641559,-0.24402006,1.4952675,-0.9364722,-0.26660374,-0.21854101,-0.87043697,-0.68500376,-0.026585538,0.9065478,1.3153722
S035,-1.0067862,0.30893326,-0.13212359,-1.0670003,0.5837224,1.9872895,0.5219002,0.0010945369,0.394209,0.7798227,-0.47054508,1.8065383,-0.43087727,0.14166176,-0.67512065,-0.12823825,0.7299812,0.16828689,-0.14591892,0.42701155,0.67960143,0.19079854,-0.66310155,-1.4903156
S036,0.79621714,0.36400998,0.09251092,0.5914184,-1.0088955,-1.5901494,-0.7594729,-1.0552232,0.5199027,0.11006566,0.23546982,-1.546278,0.40708905,0.33649385,-0.5725735,0.9000509,-0.9769443,-0.47722232,-0.32010996,-0.7553558,-0.20753393,-0.29424042,1.2772975,0.09739261
S037,-0.14059891,-0.5728239,0.4458428,-0.045328364,0.7020427,2.115554,1.0088449,0.26267838,0.64875966,-0.6854175,-0.64777154,0.44779623,-0.46449745,-0.5073444,-0.7330422,-0.09887129,-0.2575979,0.116378695,0.36791795,-0.25648215,0.49319956,-0.063176855,0.27405116,-0.1361239
S038,0.50125855,0.41561416,0.87983066,0.76733816,-1.026647,-2.4912777,0.31944317,-0.37691456,-0.020088125,-0.5699748,-0.33474547,-1.9700565,-0.43729046,-0.6517454,0.31910342,0.014652807,-0.81750554,0.13738397,0.16514054,-0.013812613,-0.18712148,-0.046387974,0.08878386,0.28415483
S039,-0.2972994,0.3108498,0.03522054,-0.3357145,1.3589102,2.9920015,0.8511901,-0.71006936,0.8515658,0.8130916,-1.0907099,0.7404449,-0.2217772,1.120675,-0.4860266,-1.4743017,-0.122153744,1.7278476,-0.0765007,-0.5899915,0.23416403,-0.22924362,-0.40105528,-0.107159205
S040,0.56409335,0.41917473,-0.761968,-0.15251583,0.27368757,-0.69835544,0.4635712,-0.18297903,-0.15620326,0.51881605,0.6930348,-0.7791321,-0.21018843,-0.2249004,-0.3873486,-0.19285576,-0.42755613,0.7041781,-0.04374233,0.075650916,0.6322694,-0.29313588,0.0058293045,-0.14949921
S041,-0.47061318,0.33635187,-0.40994963,-0.9377607,1.315645,1.3222427,-0.0019919062,-0.16025071,-0.41569903,1.2243528,0.4449748,0.48197132,0.6231365,0.30005825,-0.69829965,0.5700114,1.2954412,-0.48787582,0.06477074,1.4052938,-0.46397927,1.5993824,0.26326442,-0.0002273377
S042,-0.016895428,0.99080443,0.13896605,0.7689909,-0.42007357,-1.6309903,-0.3247436,0.04775943,0.21046476,0.0726086,0.69523865,-1.3010907,0.6329042,-0.36908826,0.11920254,0.47942594,-0.7107227,0.014195632,-1.0637667,-0.93269926,-1.2438185,-0.5042179,0.93823564,0.023761088
S043,-1.1946764,0.42688394,0.80180377,0.61281586,1.2543064,2.2207768,0.25812542,-0.37914258,0.86828214,0.6406738,-0.8181029,1.6262875,-0.7499523,1.2861218,-0.10140999,-0.3397104,0.44434914,1.2554398,0.43256515,-0.9697738,0.41304484,0.53038126,-0.40472484,1.3056734
S044,-0.34180513,0.9909876,-0.7593825,1.5220898,-0.67071104,-1.6339214,-0.5114881,-0.28059125,0.6609359,0.077146806,-0.08273157,-1.1521866,0.23223792,-0.13067806,-0.6811156,-0.013865482,-0.7130386,0.48927626,-0.90055716,-0.9105059,0.05138447,-0.7895966,1.1853575,-0.7343906
S045,0.45320415,0.27936798,0.04605224,-0.4578776,0.9946884,2.4664693,1.0439383,0.73704046,-0.6146859,0.6176675,-0.59140307,1.9069927,-1.0239745,0.33114076,-0.28555414,-0.031008523,1.1731136,-0.4716175,-0.46165866,0.53570634,0.045744874,-0.07894218,-0.050940566,-0.06405426
S046,-0.050960034,0.46507373,0.2062912,0.911088,-0.95430744,-2.0875454,0.63125783,-0.9289585,-0.7057205,0.671684,0.15593228,-1.3816106,0.040387567,-0.6006306,-0.51997715,1.1331097,-1.1994873,0.12122017,-0.8092002,-0.59788495,-0.554231,-0.16995211,-0.20759653,0.5105522
S047,0.35686213,0.7449737,-0.30492482,-0.5462357,0.16537103,1.8910742,-0.009927132,1.1129973,-0.6587253,0.15917474,-0.05177562,2.0516784,0.1213962,0.3337748,-0.3612701,-0.36926022,1.0307866,0.4496766,0.2777034,0.59373105,0.2516121,-1.4390697,0.23145103,-1.0811839
S048,0.7963689,-0.115762785,0.25133586,0.5191866,-0.9582703,-0.000790369,-0.18677427,0.7279598,0.27582756,-0.6564459,0.47668758,-0.75740296,0.7102626,-0.6117236,0.07201333,0.10625252,-0.006052863,-0.23598003,-0.5684486,-0.6079994,-0.016793735,-0.1438522,0.74935114,-1.2634536
S049,-0.13409239,0.3229962,-0.6154341,-0.64235115,0.5243952,1.4560039,0.45896232,-0.44284755,0.10492255,-0.71097517,-0.54057544,0.98823607,0.5517069,-0.3162595,0.4192012,-0.48631743,-0.41340017,0.47755536,-1.5297297,0.9583477,0.7139749,0.5697445,0.106251985,-0.3334084
S050,0.67445457,0.8365978,-0.13214558,0.52505374,-0.87902486,-2.000288,-0.066694506,-0.119443744,-0.005465675,-0.82959515,-0.64454633,-1.6147192,0.6347492,-0.19972175,-0.047152627,-0.35737878,-1.5046579,0.5380792,-0.44483024,-0.5194602,-0.7091845,-0.15622252,0.06752901,-0.12523411
S051,-0.23373759,-0.6247325,-0.2147606,-0.6897216,1.1554205,1.4413509,1.1721448,-0.82907814,0.8144483,0.14636025,-0.42585093,2.2497532,-0.6498507,-0.2664767,-0.0680432,-0.008102383,0.9012765,0.23858514,-0.08939615,0.35268417,0.53698015,0.61117786,-0.7139433,-0.9313663
S052,-0.47365695,-0.004141258,0.39972427,0.8741255,-1.178885,-1.8932892,-0.7379903,-0.5424366,-1.3277782,0.59995896,0.5103324,-1.5542383,-0.2248965,0.28959757,-0.007399399,0.59339803,-0.9570491,-0.394599,-0.043803528,-0.6282501,-1.8623495,0.07878919,1.222768,0.06921627
S053,-0.025515571,-0.64191824,0.4298233,0.109565824,0.7086096,1.160837,0.42736584,-0.6400235,-0.014165845,-0.06848764,-0.85012287,0.48975205,0.6181552,1.0996743,-0.13825132,-0.9050528,0.7355163,0.8276213,0.27663964,0.25620863,0.5558133,-0.30578303,0.009097263,-0.74064136
S054,0.5949983,0.33318168,-0.3798698,0.5524601,-0.8781445,-1.929602,0.08663987,-0.3207083,-0.19038732,0.074278295,-0.35695708,-1.6667205,0.63737833,-0.52569443,-0.43803024,0.58808666,-1.5200976,0.44527745,-0.1555687,-0.045361616,-0.7109579,-0.49602777,1.2496554,0.43876228
S055,-0.056763485,-0.31758952,0.07516653,0.2631602,1.4809071,2.2574453,0.76624113,0.5066831,1.0405405,-0.12950152,-0.48192516,1.0939195,-0.06687547,-0.34186995,-0.36760455,-0.690468,0.51496315,0.29055256,0.8711609,0.2590286,-0.08795827,0.17052229,-0.88013786,-0.43575057
S056,0.43482792,0.35037872,0.4201442,1.0041608,-1.0976793,-1.8534503,-0.20888849,-0.1209593,-0.13565104,-0.6735302,0.23876145,-1.1082289,0.47961357,-0.19432613,-0.5768823,0.28393492,-0.69677943,0.070293665,-1.3499429,-0.93435705,-1.1313806,-0.3818507,0.085963145,-0.078476556
S057,0.114521086,0.07884614,0.50504476,-0.24654058,-0.46157593,1.9270991,0.08741165,0.24784948,0.15714665,-0.009111695,-0.37399453,1.5450637,-0.38036937,-0.9471591,0.2982105,0.031118412,0.825285,0.17105387,-0.05269625,-0.8116103,-0.032771118,-0.4711054,0.5857948,-1.0115211
S058,0.06058906,0.17346264,-0.2871593,0.4979653,-0.3524067,-1.6999085,-0.7022375,0.23704185,-0.84141845,0.049589805,0.5181686,-1.7620015,-0.17786339,0.03603982,0.37384573,0.86505175,-1.262812,0.058754396,-0.54683197,-1.2159835,-1.1714933,0.25692686,0.35643214,0.30735633
S059,-0.25183898,0.19762896,0.22485796,0.6318383,0.7552278,2.0150416,0.26632452,0.7921134,0.25033677,0.61155295,-1.1472386,1.889313,-0.42391044,0.20804203,-0.25225705,-0.6385207,0.5886376,0.13617486,0.059282266,0.25757638,0.15689412,-0.8732704,0.60692936,0.4204311
S060,-0.26004785,0.108165696,0.1534825,0.42390218,-1.1985272,-2.0698435,-0.32349294,-0.11534555,0.40708598,0.17251003,0.277243,-1.4521523,0.51064867,-0.004707195,-0.06971,1.5455288,-0.89640766,-0.36209074,-1.3456962,-1.2208395,-0.8274406,-0.9903577,0.70090455,0.82492054
S061,-0.073477276,0.19972773,-0.6371761,-1.1379014,1.1261737,1.7290455,0.31398574,0.3321101,0.29559544,0.2643881,-0.13584352,0.9173326,-0.55339956,-1.091778,-0.28889585,-0.2290911,0.43459347,-0.21430889,0.9076106,0.7567449,0.43686947,0.19047126,-0.48610342,-1.5891317
S062,1.0972977,0.7462446,0.28499633,0.42488518,0.04758511,-1.9833329,-0.4979375,-1.0958583,0.12586911,0.1810239,0.53710717,-1.613855,0.68556607,0.027183048,0.4573704,0.93622196,-0.4981481,-0.05846921,-0.8848464,-0.07108823,-0.08519473,0.5673159,0.44802815,-0.19247276
S063,-0.07695014,-0.04218094,-0.38901004,-0.8392608,0.7983776,1.5537583,-1.2502108,0.87240225,-0.58206445,-0.028004013,-0.9674457,0.44799474,0.027390685,-0.42375395,0.20060702,-0.44321987,0.18474998,0.14907204,-0.16138522,0.45591393,1.1240577,1.024027,-1.2297097,-1.3292944
S064,0.6365329,-0.0009949077,0.12732053,0.95341325,-0.8289446,-1.5509222,-0.35860676,-0.27838385,0.52718925,0.16455156,0.05749663,-1.8346546,0.08027084,-0.11239622,0.47108805,-0.13807942,-0.5085311,-0.44085464,-0.7432158,-0.5769606,-0.24532804,-0.053728748,0.30101418,-0.3109872
S065,-0.004946798,0.38170934,0.20725197,-0.31825492,0.97215366,1.9729927,1.1980146,1.0711865,-0.50144154,0.25943574,-0.35955724,1.977551,-0.3978316,-0.8965263,-0.03132077,0.74488056,0.939089,-0.22236478,0.38689703,0.67978305,0.5299266,0.246659,0.14684589,-0.9687959
S066,0.12600721,0.01759733,0.17686656,0.17641015,-0.6216619,-2.3770428,-0.7787217,0.53201246,-0.13051444,0.34245598,1.2452183,-1.1101735,-0.19624178,0.22396663,-0.09769465,0.6436031,-1.1121725,0.09401098,-0.29096746,-1.0653971,-0.6379194,0.26742396,0.9173038,-0.32510725
S067,-0.29843125,-0.44979596,0.03846977,-1.1834911,-0.008433308,0.050604977,-0.2563995,0.24425548,0.34661242,0.5291362,-0.50066864,0.3175014,0.04049335,-0.24765283,-0.33359617,0.38761926,0.3661849,-0.009044979,0.3856818,0.9871896,0.03000725,-0.57318586,-0.44122308,-0.6891198
S068,-0.5108732,0.33521652,0.8238783,0.6690471,-1.4125072,-1.1554383,-0.84050757,0.88593864,-0.7274365,0.18518162,0.28267956,-1.1748033,-0.100027665,-0.5220124,0.10811412,-0.3227874,-0.7734864,0.33606538,-0.92693055,-0.959812,-0.74570096,0.49195832,0.48326725,-0.014425611
S069,0.102838755,0.8673544,-0.69869864,-1.3800688,0.78113675,1.5914683,-0.2742395,0.08612262,-1.7236375,0.25410208,-0.14111543,1.2768031,-0.73375833,0.94151974,0.6536673,-0.652917,0.92908543,-0.78300285,-0.33465415,1.1978784,0.22057047,-0.4054685,0.04997372,-1.7548301
S070,0.18419856,-0.08634422,0.6935229,0.0455508,-1.4770021,-1.1599855,-0.5405068,0.79269516,0.38366762,-0.1792525,-0.30714658,-1.028026,1.1826005,0.09530871,0.018820938,-0.2560308,-1.0606347,0.53429717,-0.17262979,1.1791315,-0.11610929,-0.39509708,-0.22230212,-0.022278475
S071,-1.4021924,-0.63224065,0.4127815,0.047054335,1.0143512,1.8436276,0.33729756,0.24311025,0.63159496,0.7896677,-1.0591922,2.0837595,-1.0785123,1.6273776,-0.97982615,-0.7710908,0.58699626,0.56945425,-0.119069904,0.3596849,-0.55181754,0.7863017,-0.86295336,0.12797502
S072,0.24254006,-0.26195064,0.6269043,-0.26127487,-0.052284773,-1.558515,-0.0921903,0.2941546,1.3125205,0.9562234,1.5424244,-1.6948048,-0.5218376,0.5791823,-0.34690922,-0.29315248,0.32565293,-0.39072734,-1.4632739,0.05163651,-0.6423814,-0.39604357,-0.28344667,-1.1910131
S073,0.060624637,0.21528609,-0.010931134,-1.1176513,0.18373246,0.794863,-0.22648124,0.1850425,-0.09922905,0.28913411,0.014652958,1.774921,-0.7413287,-0.106064625,1.0063151,-0.09284964,1.3379393,-0.5041322,-0.2593465,0.35187063,0.6479959,-0.40659308,0.006225869,-1.934799
S074,-0.8319208,-0.53946024,0.40248993,1.1798737,-0.9352666,-1.9686329,-0.5049208,0.36344492,-0.82056725,0.6197642,0.6922233,-1.578018,0.55484325,-0.52041024,0.18096928,0.4951307,-0.38187268,-0.32065377,-0.30170292,-0.14694917,-0.6494344,-0.33000588,0.25992447,0.21302053
S075,-0.14041391,-0.79568464,-0.6187807,-0.43595305,0.89017886,1.5269837,-0.31699872,0.5236084,0.41521713,-0.74927115,0.044841498,1.8491544,-0.31441447,0.68848354,0.7233191,-0.475107,0.4046645,-0.51992387,-0.26356107,-0.23076677,-0.015317269,-0.38159913,-0.41345817,-1.7104298
S076,-0.21256047,0.33757576,1.3883731,0.85331464,-0.8027097,-2.730087,-0.40405187,0.77594703,-0.15511547,-0.0014224872,0.8935578,-1.323287,0.2619513,0.64183855,0.71349466,0.9401214,-0.06401344,-0.5482169,-0.7662431,-0.55777395,-0.398999,0.3909419,0.8087138,0.53763556
S077,-1.3357582,0.72105277,-0.53668654,-1.2494332,1.673534,0.6340464,-0.6024452,0.1805392,0.73447394,0.18247104,-0.8946368,0.72634494,-0.1413048,-0.16251764,0.5343641,0.29362184,0.7319002,0.5600742,-0.4939,0.46153423,0.10123219,1.5880207,0.45653468,0.2953041
S078,0.20185247,-0.406535,0.42445755,0.241764,-0.71464777,-1.7293615,-0.38032615,0.54614663,-0.09579669,0.6513804,0.60022324,-1.9934465,0.20232819,0.43681988,0.877311,0.46658418,-0.40728542,-0.35505104,-0.7687413,-0.06549859,-0.39060578,0.049232136,0.40794396,0.7247961
S079,-0.5652555,0.30676568,-0.38172144,-1.2168059,1.6454834,1.5660809,-0.37145272,0.80327874,-0.43764618,0.012251243,-0.15851921,1.291565,-0.52690834,-0.80201083,0.096490055,-0.21646766,1.4753926,-0.5786713,0.85683435,1.2397652,0.77963763,0.18902329,-0.6230512,-1.0670257
S080,0.5991712,0.49086922,0.12624958,0.50920594,-0.43017343,-0.40575016,-0.6476058,0.34856087,0.51959294,1.0998042,0.15136084,-1.0362744,0.10584584,-0.38848436,0.44011116,-1.033225,-1.0126541,-0.46990678,-1.1109977,0.377072,-0.16026744,0.21738657,0.55387074,0.006911481
S081,-0.8559212,0.78295827,0.05457353,-1.2597934,1.0392339,1.9626079,-0.65247333,1.0863959,0.69745857,0.46116802,0.74526465,1.2473929,-1.6447839,0.085177146,-0.41450283,-0.8472442,1.0510061,-0.70036954,0.68749356,1.6652111,0.21014935,-0.3641948,-0.50800264,-1.7174593
S082,-0.6073799,-0.03107475,0.19511312,1.1639221,-1.6183987,-1.8283037,-0.24863848,0.12960099,-0.17480542,0.4762883,0.79268885,-1.599746,-0.18126792,0.48474735,0.45533437,-0.05782589,-0.6547764,-0.2463691,0.3634712,-0.8040694,0.032297604,0.11026369,-0.51148,-0.14876372
S083,-0.3978661,0.83341396,-0.10027427,-0.58019435,0.2922166,0.8588831,0.025740616,0.8242406,0.06028247,0.269316,-0.59592694,-0.19560921,-0.8330797,0.23267394,0.3520292,-0.44673434,0.09790851,0.7287267,-0.6374196,0.17969379,0.8112019,-0.50299096,0.029761717,0.1699005
S084,0.017578274,0.8495678,0.90072244,0.33474818,-0.93972516,-1.96277,-0.79858494,-0.13083686,0.894641,0.550508,0.70833933,-2.0592182,0.8777993,0.012287907,0.33458748,0.5314898,-1.1539333,-1.2069421,-1.575216,0.032955952,-0.33251855,0.13044095,0.38032454,-0.14755735
S085,-0.47299737,0.2529042,-0.8800805,-1.0472254,1.316723,1.4023614,0.58691156,0.105570525,-0.09976469,0.96165377,-0.15542027,1.0348809,-0.20867792,-0.4153961,-0.39916223,-0.2704483,0.9764951,-0.22427523,-0.36479765,0.39728236,-0.3115206,0.06664623,-0.26651508,-0.89505666
S086,0.007879078,0.37197217,-0.09390388,0.38835782,-1.0709987,-1.6971495,-0.42677146,0.02665131,0.25405553,-0.03189423,1.2135894,-2.2776773,0.010289531,0.28521994,-0.05305465,0.81122214,-0.17987742,-0.5784113,-1.3338048,-0.92271537,-0.7708615,-0.74977416,0.87434626,-0.01298218
S087,0.20662135,-0.18346636,0.018268056,-1.258805,0.24677652,2.1671796,1.1305174,0.2014715,-0.13111466,0.7202754,-0.4933973,2.1573145,-1.0810373,0.06768422,0.4466954,-0.48894885,1.6678456,-0.87181425,-0.11304429,0.7736467,0.24768716,-1.1127211,-0.3013373,-1.5172296
