,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
S012,22.071779728729542,-0.27976054646314796,0.2790471010923148,-0.5083744533772031,-1.595095422253231,0.06553982352176477,-0.35745277740886844,-0.367263826555129,0.12458712141147524,-0.383908439884037,0.37226855190809355,0.2202099708152495,-0.2351404444652322,-0.0016984211017802512,-0.053251746870660234,-0.18949649977923513,0.11017471231668195,0.05532529538838427,0.0454061324956117,0.10056246276814594,-0.1192330161910034,0.2019541572393827,0.07724376826803181,-0.10113515814897797,-0.040022390698314064,0.22256000060191053,0.039260375865694155,-0.3278396060999379,0.05035989881035787,0.05145695354193709
S013,-22.06800584426083,0.0800226812482407,0.3169595131013555,0.49656023861956744,-0.055102099893742616,-0.026396677554913102,0.09045094047937194,-0.1462074954344847,0.3171101275379297,0.015581833935830845,-0.02937997683681942,-0.16016957015258448,-0.1422361627963618,-0.0038446607953233256,-0.05413131653557433,0.008225365506536738,-0.06739319106661296,0.103720009594878,0.058155913315571364,-0.02683709876385905,-0.048842871110598325,0.09788074395458321,0.078431126683466,-0.11636854589223357,0.06546648291141934,0.018842700995789347,0.008813004970420254,0.00898890764501094,0.03337556150115726,-0.07270985518437188
S014,22.11908267785772,0.21171558113487518,0.1906483174489928,-0.635630628786152,-1.3135679657313422,0.19869441282237071,-0.29346586547872916,-0.26073104074049364,0.2564964427958777,-0.15025957750742538,0.21701158978873228,0.004854087020720872,-0.044470657379866635,-0.04776458374080648,-0.02749869195815248,-0.12460805005761919,0.1931533890567669,-0.21922444905370234,0.27043635509309055,0.1418977813319806,-0.07853994476554248,0.14141978963946272,-0.18507810772110092,0.010480749892040911,-0.008489987926098428,-0.06666942336321019,-0.15673649149991575,0.20779583530781948,0.09385571367541715,0.015097530048262003
S015,-22.032018358420334,0.1182796363758908,0.6692021145114474,0.6018859157996164,-0.07466819378375726,-0.07110146087791251,0.4056158313376786,-0.5608138985857796,-0.13811304229690474,-0.2455369493928742,-0.08585144751625226,-0.018073593706838753,0.21034032312023238,0.11845835929548694,-0.21977178460733687,-0.08983676772416112,-0.25404879576862816,0.10221720036350464,0.06815658027280502,-0.1016869742346084,0.17908802768042584,0.2362804134407358,-0.019804522780140197,-0.12044053610882223,0.026098262342527694,-0.033387511078917805,-0.01936927277231629,-0.02489500474261941,-0.11513665495326009,-0.03226285251019755
S016,22.079688708890377,0.017033512957350467,0.19220199993696355,-0.2259943209398471,-0.34362137734894405,-0.05035427954812234,-0.04554362773325602,-0.10638711581026047,0.005471989059902785,-0.007452246451496806,0.03758396907918178,-0.03758399841534292,-0.029132983308058587,0.10117649929812726,0.00491976738972953,-0.1469825908393713,-0.012406543061479732,-0.08907934885743861,-0.12292510109549179,-0.026630540584809546,-0.05249894539102609,-0.028588418395654,0.008379010510376924,-0.04552508302335338,0.12159547245445224,-0.060026492426170294,0.02281379069544568,-0.0010415918410047627,-0.009959512520564812,0.11496689608499387
S017,-22.122603179988158,0.20354957577809937,0.9060113048527767,0.9040937279235349,-0.058044316836418225,0.060950354994024965,0.2543541062046204,-0.629188837689851,0.3166507282087824,0.04372838231540932,-0.11907594769216465,0.13062671652434385,-0.2903430149747696,0.06645122281038382,0.007089940528803858,0.16740395171978897,-0.1743562658050641,0.26374823539328746,-0.08143964520429864,0.2564949656946374,0.14374043156343502,-0.126325774204021,-0.18138071638368783,-0.26941543156676795,-0.05970895868041199,-0.2332826303295866,0.002399788157488044,-0.20120842148074994,-0.07572343168363035,0.03628498757020646
S018,22.203325269526882,-0.15462191405939152,-0.14076599075325963,-0.3175139584768982,-1.258649952061526,-0.540804285326508,-0.45462022270703945,-0.1874223646017912,-0.19080625608220728,0.3705562509317944,0.05993728776810987,-0.11532911824556383,-0.25578230636188864,0.04586078705128186,-0.03151610039528743,0.13198947527617533,-0.1535031221637321,0.0035623648490755696,-0.06400910513071965,0.018472645183554712,-0.018927054201063147,-0.038692105018928634,-0.03275653068228619,-0.018403231929671575,-0.22108861910427935,0.3627603002651569,0.03574642040380436,0.19514335545963535,-0.20939435039262533,0.03725890108795203
S019,-22.171286139538736,0.055255266599978106,0.5902727374205897,0.6642256036607265,0.047810498190939674,0.07909780727888749,-0.35864108475533996,0.024414425709015287,0.4191494132033914,0.2774299841126519,0.006560669767078263,0.18084588236744686,-0.08716737215459307,0.06841229863268132,0.18307900568918012,-0.007639088802928431,-0.17151646122893963,-0.0343427337537562,-0.03561518721804506,0.10027601293196928,-0.22102863598753636,-0.4541853133807439,-0.20909315958237493,-0.1365849297852416,-0.014230495390002672,-0.04393200250298364,-0.018146868209959945,-0.1381666564270717,-0.0038872269318139356,0.025151916110761778
S020,22.1271670852025,-0.09179371611662246,0.11059721089558675,-0.2049467198412784,-0.4606027746811522,-0.3694987509548792,-0.05373358817557772,-0.12721036215228507,-0.03069974413084575,-0.10810881609178949,-0.013558378171549097,0.02896913886703858,-0.412005108975953,0.2713933537244537,-0.12660589372002143,-0.35544905524612974,0.42803422847180655,-0.11147853063132793,0.13842571874885062,-0.15639335271777152,-0.07933974331950187,0.1651221930518458,-0.14147470275698154,0.04619144224355283,0.10445093488944074,-0.35439103810539174,-0.19380364101678868,0.03025341172942091,-0.06674717054220992,-0.07009585867722452
S021,-22.033400967273863,0.09711638613857695,0.5872601737329834,0.37512779609564667,-0.11800653822236203,-0.2617760137917699,0.29402851586461304,0.12952507072792413,-0.10884332614252973,0.23989244602995777,0.05923341220769126,-0.030641110805624896,-0.056412567302707606,-0.05164351113431183,-0.09928268163929635,-0.014332077429570336,0.15430133728682827,0.019462173343015757,0.16826713956468758,-0.09589648584006283,-0.01676117120695495,-0.2022453050549282,0.07455055881315795,-0.2044309331326899,0.0689007276840653,0.08473540242850021,-0.13922009827270962,-0.02409775663640587,-0.08206756285424562,-0.03612748760436162
S022,21.7161633571507,0.008771891791601857,0.7199659384584012,-0.2810862693907258,0.7436744433556948,-0.42923122925850105,-0.5599803330187815,-0.185700514162502,0.052039896333808844,-0.49442613132032737,0.21931052968797457,0.07097361567038174,-0.2621688508494568,-0.003362505561996295,0.09562496704240982,0.22915925576460472,-0.16724245861885623,-0.0043143636923313085,0.22216110931886765,-0.15615023701769914,0.31312510705250424,-0.11449709468708028,0.03557780825738376,0.04272073476337905,-0.11878511886630522,-0.047562606276521695,0.12108208018404472,0.16347833289274172,0.16931519918440732,0.20956527389391774
S023,-22.01189859655761,-0.020715519150030597,0.5401962590338899,0.17758932952453607,-0.04385412708304528,0.09428489101664625,0.19790377403822232,-0.09828089923665105,-0.08274807645976431,-0.014046340361772144,-0.3349289721865671,-0.2323187797502693,-0.21203642768322176,-0.0863091873106459,-0.2920132111415785,0.03527272942133249,0.05352268164560976,0.04172286569419256,0.0699608318595516,0.15011817441028902,-0.0798327052209477,-0.17307817685163077,0.1835356001970697,-0.058759586224084615,-0.00362701634556155,-0.00655465460336203,0.1277971084953474,0.013780732533728255,0.06531431109603796,0.0033448180715274856
S024,21.789803364453594,0.21423307849449236,0.36796527213298597,-0.3463222485952355,0.12972045220605932,-0.8948793943442662,-0.9011727124159543,-0.18095105878535248,-0.058184451142115935,-0.07287887169293329,0.06553783552081988,0.14444159587178745,-0.2787667774063253,-0.2772326360277172,-0.11471253546730364,0.35416253408433074,-0.45962569794232794,-0.03914044795153774,0.20374743250796962,-0.0210746935382815,-0.10217209320651469,-0.1825602617719642,-0.028637583609045007,0.006098310743112631,-0.014498827036717685,0.12647505855268054,-0.07693335648745202,0.21008714434538,-0.09897667299370913,-0.13665563213548668
S025,-22.06582560808314,-0.016561045428217548,0.227340180492198,0.23611944497663445,-0.1795337598748081,0.0355530270797147,-0.14310399925619463,-0.10654054623243213,0.08866778781717306,-0.13951673034479095,-0.15774246709112946,0.16168398539660656,0.2633543329423082,0.2532056467070268,-0.15781219442054137,0.10619687865840806,-0.02311901106944199,-0.03235881953672639,-0.007999843567016432,-0.062488174331954534,-0.0021950980246966197,0.11060306848254248,0.11341166842808849,0.10056681918136483,-0.0740213494362261,-0.10090147174972687,-0.014745692058496143,0.017501811806595748,0.05022682631247231,-0.05082762952381747
S026,21.902568124781766,0.47415185452176967,0.3838905777265562,-0.346525435994131,-0.30794884948966555,-0.6610076511387991,-0.6101071098287921,-0.21171407334006792,-0.006593434030583055,-0.3016960854935761,0.005591085787015771,0.044812364462608834,0.2527802002699487,-0.016961051538819733,0.07287770016737326,-0.25070096025691097,0.07849667088483794,0.12226612967645313,-0.1172724222398714,0.025404121483329007,-0.19222965887976814,0.16678854663403925,0.042170061013358226,-0.1263197670088218,0.3612817689529198,-0.02711442459404741,0.01098802106477529,-0.15108612695297094,0.20175103904608702,-0.11158301594380676
S027,-22.067371209835574,-0.028003526854311133,0.8816850732854539,0.5423195015039871,-0.03272234818137154,0.13474246565606188,-0.1217830254196195,-0.32878705942538655,-0.14548069684809894,-0.24134594092444736,-0.38273323394328845,-0.08063250401204695,0.28912791283340844,0.05237873960300449,-0.31004018369428904,-0.0180832521086759,0.05509342717038024,-0.20125989665334829,0.04190079878297619,-0.10160257894403721,-0.019234780037878083,-0.13799147230393694,0.05399796515202355,-0.019688333969777795,0.04954920915434413,0.062071383143579094,0.07079528904249933,0.016309049365483098,-0.07316204818001783,-0.004725169862473979
S028,21.85972737697405,0.5052627350755512,0.5964818770912562,-0.5251259676267006,-0.03155916606738622,-1.1791402840678302,-0.9890435301062399,-0.27851319096306265,-0.1338442160514124,0.04156321265330678,0.2527322730969402,-0.3008624605624907,-0.2622561645754972,0.21649533514414346,-0.10714969734456276,0.2672420116153464,-0.11770660292232209,0.12144494545604037,-0.02600021332294662,-0.20381021462143364,0.04262926387507106,-0.07887381180095199,-0.2150530702428016,-0.049837019629572786,-0.11407008302774645,0.02676448092189474,0.017141228300792715,0.04894260488927151,0.014226783038108915,-0.030652408128230467
S029,-22.115613619255686,0.09362500282124676,0.006906484200699555,0.4058297655686753,-0.13306973633307023,0.05172091825316281,-0.69728579092951,0.8345803157221231,0.2509932988161599,0.22564588756402984,0.09687535140777803,0.8726781656987994,0.49701441884587144,0.2892531173526971,-0.37590123254266566,-0.3271931630485833,0.08067833563011982,0.12991511244487758,0.15879987635465714,-0.34668108900248024,0.12680714415424885,-0.14579541272695726,-0.07879396048960025,-0.17055464071493984,-0.05763510396158115,0.04640746022548458,-0.1762611000999596,-0.0009176595528376797,0.031210927083985457,0.11049606971262808
S030,22.02908918770015,-0.06694857775765634,-0.10240249423148134,0.0794257651622178,-0.5557548296115774,0.16785929357543064,-0.3005444691334993,-0.026849426060862703,0.021615187133022507,-0.057253213145008794,0.09440632476034162,-0.008120705515830544,0.11488141000499494,-0.20091327043568655,-0.08446017308055423,-0.0314539269875565,-0.10997873052250239,-0.026503003949850147,0.1782285377574901,0.1596971631087895,-0.013348872875097494,-0.09544351268413352,0.11807400995656972,-0.010311010444809888,0.17433695897825624,-0.18501745823767068,0.008095850701333038,0.01671184782509557,-0.09282469929400376,0.14093904957423162
S031,-21.977452551608824,-0.24465771427320032,-0.8762077864443125,-0.2982410163927195,0.23068505088169827,0.2255834783945575,-0.27723089685085306,-0.4525854432155208,0.25238773120891506,0.16259984357363266,-0.11825942168076684,-0.01729333821367772,-0.03939017191621144,-0.1196214298688931,-0.0985338080041449,0.10513809581884001,0.09146639712089318,0.03267702320999561,-0.08986258964307228,-0.029600070776154352,0.06850166283286686,-0.032642464440565046,0.08035453934568722,-0.10094634770755644,0.06642013588776542,0.083091139531588,0.0024374801640727746,0.05119242794618191,-0.038003758711189196,0.0693082288816336
S032,22.05312379137818,-1.2471124986110798,-0.5234195494879194,0.6205514016983393,-0.86648765138919,0.463856877130331,-0.029372544741705003,0.01785358631405199,-0.12727771651685493,-0.2987822787870311,0.15270268678193963,0.40896564444541034,-0.1463715666112344,-0.35531713593592745,-0.030405626605143742,0.1459486033497619,-0.2776450807811857,-0.02215824024213814,-0.0835978284173702,-0.1693364628763994,0.10056479483616611,-0.04590661562115577,0.18594792212546032,0.023023850760145365,0.08151413266539648,0.0314488620763775,0.32918869992026484,-0.13640415202921735,0.24213663624155565,-0.13331884734371857
S033,-22.035916278783457,-0.0774245694048313,-0.45659269478828013,-0.11588166584199108,0.04414909468682229,-0.2466833608815293,0.0600479193345611,-0.21308515451245796,0.28413259511057426,0.06655638993729426,0.21339797221990725,0.2041005335665224,-0.008697233524397354,0.06586322426680996,0.10387314391713474,0.023867099851914743,0.09586501421648777,-0.0076492355080285054,0.039213606727227165,0.06707745864066644,-0.04780175054014237,-0.057645701428395056,0.07834119291636571,0.024287184367581358,0.06508855141041532,-0.12342554165640483,0.04309632769553493,-0.015096993059002663,-0.04211415416442954,-0.07246191508471328
S034,22.185462629315943,-0.5586074602345821,-0.5935734130006143,0.41236379357370934,-0.2964796492377352,-0.08778782628106979,0.4610913888568241,-0.10371935538385377,-0.2568753272587251,-0.011339936593206602,-0.4859003632862205,0.20507432286867186,0.005931363518011962,-0.2867018324811411,-0.04714959484718349,0.05178834082080226,0.03874424542456728,0.37272295318774135,0.020977538078592046,-0.3132674596085546,-0.3069502197827255,0.07954971054657173,-0.3165784720693149,0.14069814839984002,-0.04468794327021184,-0.247399693119174,-0.16061966955348195,0.19844046134802734,0.01243618260536985,0.038423481531722925
S035,-21.998286772873175,-0.30817998500144955,-0.1704581378900287,0.11201298096439474,0.16480371724776385,0.18844714412689564,-0.038112658740310563,-0.5962279748224117,0.09069855892551815,0.2536121677371705,0.12137438974061401,-0.1596073920050422,-0.14488643452322353,-0.0633697735220263,0.013784806319862291,0.039590491538053864,-0.06188625108595432,0.013353847873283801,0.01606097394786951,-0.11975790999528406,-0.16272646677308644,-0.008411433769129987,0.11150912686123327,-0.15064020816660922,-0.0158045454816391,-0.1394608924777413,-0.02779437106480342,-0.13916129332129806,0.12333043708257868,0.027410375528575552
S036,21.964136212549604,-0.7982009970590849,-0.511130268297783,0.9305675364721242,0.6280241413789193,0.0882380391115371,0.10974775289927266,0.2914193844983312,-0.31681190364486905,-0.30801276993543303,0.5810933857650191,-0.04170516235043118,-0.369389779729375,0.16511665615718835,-0.25685242807479125,-0.2210379944494746,0.213246956853629,-0.39958239871676243,-0.5832075036026964,0.01835861991499556,0.31253915580479624,0.12448382041290493,0.11313060236419448,-0.27567968942583837,-0.6032455147604662,-0.025791304828547176,-0.0025155788717280848,0.06982248822683321,0.16175020507267102,-0.05890852252981582
S037,-21.66050011041108,-0.7933438178439808,-1.472419702807575,-1.2476924267640503,0.4993649683111778,-0.08084286399033862,0.5406042598996842,-1.3768858396462098,-0.6230367455914183,0.11124397185876428,0.03700107196816522,-0.3172782872948138,-0.0036347368576869557,-0.14300648068941949,-0.3334663945176813,-0.09916647105180439,0.06984518093472651,-0.11824851096881084,0.20451560318938533,-0.034720448009072404,0.026613025857195886,-0.057817085785807666,0.2535649623696803,-0.1529044179778763,-0.06302096313823179,-0.06535340074655487,-0.11107974310615223,-0.05674568094489958,-0.1030101609857204,0.10042401272529773
S038,21.84220417545554,0.1064673267469742,-1.1832106731269416,1.2858670077244851,0.017354436956450007,0.7684714760998101,0.11364231648501599,-0.23059455050662633,-0.2600981304773632,-0.7011067895885116,0.4330650865837277,0.02836790731258463,-0.041423276652496364,0.24074392741456463,0.1735740578002198,-0.162115511117052,-0.24923117031327763,-0.1011598194998666,-0.01766458283178856,0.288575904426627,-0.14933631714897783,-0.10938618034600656,-0.034317540124097504,0.03935205251228647,-0.07380432957389274,0.4623403660369807,-0.3524845451383241,-0.005069225720630164,-0.039016842918802794,-0.05426926916538173
S039,-21.996242049068474,-0.2789083379040692,-1.2185589700501414,-0.5905264233346712,0.3405302924038305,-0.0993154863804156,-0.19412250695054803,-0.7096618290976812,0.2652530979033244,-0.020032252731028505,0.24786765782607026,0.1082199641761377,0.27052792192350483,0.19464486293503355,0.1842233319197076,-0.13184529553113924,-0.19965516387749807,-0.26129612825397724,-0.1416654814042114,0.1592118587251642,-0.14685423101825743,-0.06347314246354838,-0.25778752926336024,0.27078007605103194,-0.15398945861557692,-0.15292248612299428,0.24968104024202759,0.013067201445033256,-0.06085832230678661,-0.02196793462665765
S040,22.038561890800143,-0.28703456268748223,-0.3814573025903795,0.2635807311794001,0.0183267502789657,-0.16062308578397225,-0.1623918353521128,-0.05084513113692707,-0.16966312823608226,-0.06573462588807408,-0.07973021753026528,0.04036290384926167,-0.10397284796280754,0.06464790192232162,0.3189017645669583,0.024828872555698017,0.00425585465589134,-0.09307274337349673,0.24699771710889276,0.1297370006998328,0.16705336699616644,-0.1557077679961546,0.02757533027004596,0.07240025640889255,-0.1625685921153259,0.20775559386656572,0.03408939536843401,0.06633859637445745,0.0038439648367348317,-0.08659371246879242
S041,-21.96262872496422,-0.07406733580472077,-0.8209879204451301,-0.19317273282083783,0.16418851484959632,-0.12556046894987521,-0.17444120218799106,-0.2318835092104281,0.20577258360494166,0.01676266918296296,0.08951317594847263,-0.04082452780648242,0.27122977672047605,-0.04991791089156656,0.01971229593944432,-0.15590813991861918,-0.09087836033757707,-0.13908195215950409,0.03697505824324221,-0.2701481113340698,0.10412502419610432,0.23102669900987238,-0.04134932862688923,0.13798559464638693,-0.0019162134381162784,0.10939328708616577,-0.025366022239508162,-0.005831584654171048,0.004709198295552083,-0.013534664000461018
S042,22.038778839612302,-0.44279220412206055,-1.1059017780536051,1.1284339888930142,0.13365382045326743,0.07363534044462083,-0.07025276341050685,0.17568385422792332,-0.2530006762507416,0.109930223040066,-0.15251590106935276,0.031183205358018294,-0.3443708872587058,0.4908937078834564,0.06355286062151579,0.08722893521692449,0.006593326520388484,-0.4357417784017914,0.36399874904810453,0.1193040609811755,-0.18729707755921174,0.1765224625828679,-0.01317618858214206,-0.22276159714513435,0.27896528122354247,0.01966147756002516,-0.005784909644337864,0.16134978435729164,-0.04281549113277856,0.039845074399588926
S043,-22.000893260028757,-0.2499843564295031,-0.47257303135581125,0.331674017712527,0.04059483306583609,-0.21645723343279222,0.06669114694445724,-0.8444429636885951,0.8598658147032392,0.6265740138443059,0.023535339335923392,0.13002973310457008,-0.24305604711449283,-0.28032973746906936,0.16182284649869572,0.09999874597715769,0.7048973006876593,-0.10632081575451977,-0.09520754004695041,0.21878498748063643,0.016070281536633105,-0.16094847782681584,0.29477248633433834,-0.1318021974982829,0.04306332991214606,-0.050905786059232044,0.2541745857211571,0.1907641995305327,-0.08983986417756189,-0.07795999557328952
S044,22.031201711376884,-0.821487226545217,-0.12407650958795954,0.2878007029742477,0.29722531144404024,-0.06333980285558044,0.030502286847920224,0.08611062529128312,-0.00047180262607478816,-0.10606352624844859,0.18026254670939224,-0.13013300224840235,-0.03241653107007062,0.10549495087730429,-0.1265157828770599,0.052186762774055796,0.2630494220655441,0.05311591908399464,-0.06612776280941918,0.07308292994183296,-0.18723502588296922,-0.029837451862297887,0.03487394861839501,-0.09179733322209473,0.04972504192683429,0.08178248385669507,0.06422967329545062,-0.12127844402073912,-0.16661560620809904,-0.03884285027377031
S045,-21.97035541368926,-0.20341007567513333,-0.9080011055427708,-0.37084300724803576,0.2892842565177779,-0.09016431666645411,-0.12379681599414068,-0.37294520652607105,0.14334948943187842,0.21546336073775274,0.37107267251579085,0.09857686834806727,-0.037508656319791445,0.008068107398306788,0.3367648161106069,0.09565829629238598,-0.12494990683308443,-0.025754235633089335,-0.0780507372828692,-0.08592786885185728,0.035169184296249364,-0.013200479773360784,-0.19751576475488677,-0.0746339646668216,0.14522142551356504,-0.010322091432106835,-0.17154939616065173,-0.13063351008892157,0.00019127828181344752,-0.022565123522562174
S046,21.96359476604587,-0.40486809047847194,-0.7481085369592434,0.996327723243142,0.18121925162341362,-0.3484972685835696,-0.122208136016614,0.20994775436359636,-0.40718154890833563,-0.04686999843622227,-0.3557804285061404,0.12121604868472874,0.15787237371778656,-0.08064306350957645,0.12915528289186826,0.003771950498137193,-0.12569981851268672,0.037979388837606605,-0.1165705079754381,0.07536832653565048,-0.04900751305279111,0.13282782080672428,0.32034842999875895,-0.07407760849987742,0.2803476300272599,0.02299340977461132,0.199849210514479,-0.04332131506622879,0.039245277793625556,0.3003232464573815
S047,-22.069483051932597,-0.031773192244736646,-0.72832014841635,-0.00223589107603231,0.19774825416292857,0.42245052765539004,-0.7850894833105952,0.32918833384884766,0.5469223934803579,0.23375195029515425,-0.04373564414643265,0.4845645947612736,-0.05823769797521608,-0.06864091525333903,-0.0707086582296564,-0.08461670576381859,0.2189673640706369,0.33713465113932956,-0.19087158368290222,-0.07799320649898897,0.42897860777991803,0.17065469925038673,-0.13528626092851534,-0.07174936691706053,0.19058525477074292,0.13708410735523996,0.018009938113744222,0.17616250152804294,-0.14123946943307317,-0.07986987816055795
